location,property_type,area,rooms,bathrooms,floor_number,total_floors,age_of_property,furnishing_status,parking_spaces,near_metro,gated,near_school,near_it_park,pool,gym,security,garden,clubhouse,play_area,backup,rainwater,ev_charging,cctv,intercom,rooftop,price
Anjanapura,Penthouse,4249,4,5,10,14,2,Unfurnished,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,42457115
Vijayanagar,Villa,1869,3,4,5,12,5,Fully-Furnished,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,27324057
Nagarbhavi,Villa,3535,4,4,2,9,0,Semi-Furnished,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,49612725
Kanakapura Road,Apartment,1226,2,1,4,17,5,Semi-Furnished,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,12647126
Frazer Town,Villa,4367,4,4,8,14,0,Unfurnished,2,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,97272631
Indiranagar,Apartment,3669,4,5,3,7,5,Unfurnished,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,65599423
CV Raman Nagar,Independent House,1106,2,3,11,18,0,Semi-Furnished,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,12003699
Malleswaram,Penthouse,579,1,1,7,11,15,Semi-Furnished,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,14097076
Thanisandra,Penthouse,4356,4,4,8,9,15,Fully-Furnished,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,60861256
Devanahalli,Independent House,676,1,1,6,8,10,Fully-Furnished,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,6031880
Nagarbhavi,Independent House,1800,3,3,12,19,5,Unfurnished,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,17292904
Sadashivanagar,Villa,3023,4,3,7,14,2,Unfurnished,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,97698279
Banaswadi,Apartment,2097,3,2,6,9,2,Fully-Furnished,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,20498357
Hennur Road,Penthouse,657,1,1,12,16,5,Fully-Furnished,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,10862552
Padmanabhanagar,Penthouse,1668,3,4,6,10,2,Fully-Furnished,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,22443508
Tumkur Road,Apartment,1232,2,2,0,12,10,Semi-Furnished,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,10503504
Indiranagar,Independent House,1606,3,2,9,11,10,Semi-Furnished,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,28922974
Bommasandra,Villa,2538,4,4,13,18,2,Unfurnished,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,24400978
Bommasandra,Penthouse,1131,2,3,5,10,2,Semi-Furnished,2,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,11517528
Sadashivanagar,Penthouse,2157,3,3,14,20,15,Fully-Furnished,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,65797658
Kanakapura Road,Apartment,639,1,1,9,14,10,Unfurnished,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,7150472
Kanakapura Road,Independent House,4465,4,5,9,20,10,Semi-Furnished,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,43974694
Malleswaram,Penthouse,1816,3,3,5,13,2,Semi-Furnished,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,41589476
KR Puram,Penthouse,1667,3,3,13,13,5,Fully-Furnished,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,22454746
Outer Ring Road,Penthouse,1493,3,3,13,14,15,Fully-Furnished,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,26327625
Whitefield,Villa,3505,4,3,0,3,0,Unfurnished,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,59689216
Hosur Road,Apartment,1307,2,3,13,20,0,Fully-Furnished,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,12983649
Sarjapur Road,Independent House,1392,2,1,6,10,15,Semi-Furnished,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,14258588
Indiranagar,Penthouse,2434,4,3,2,7,10,Fully-Furnished,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,58311918
Vijayanagar,Independent House,1082,2,3,7,10,0,Unfurnished,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,11720103
Hoodi,Apartment,1882,3,2,2,4,2,Unfurnished,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,21153822
Thanisandra,Villa,2146,3,3,11,11,10,Unfurnished,2,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,33100325
KR Puram,Independent House,726,1,1,9,18,5,Semi-Furnished,2,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,8152067
Bannerghatta Road,Penthouse,798,1,1,15,17,10,Fully-Furnished,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,11324496
Bannerghatta Road,Independent House,1828,3,3,13,20,0,Unfurnished,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,18616601
HSR Layout,Independent House,1778,3,2,10,16,0,Unfurnished,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,25516785
Magadi Road,Apartment,1685,3,3,13,13,5,Fully-Furnished,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,14060236
Chandapura,Penthouse,1290,2,2,6,16,10,Semi-Furnished,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10520324
Hosur Road,Penthouse,1295,2,2,5,18,5,Semi-Furnished,2,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,16425223
KR Puram,Villa,1360,2,1,10,13,5,Unfurnished,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,18760390
RT Nagar,Penthouse,4328,4,4,1,18,2,Fully-Furnished,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,62219810
Yeshwanthpur,Independent House,2636,4,3,3,4,10,Semi-Furnished,2,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,27421319
Varthur,Independent House,1016,2,1,15,15,0,Fully-Furnished,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,11711244
Padmanabhanagar,Penthouse,1993,3,4,11,19,10,Fully-Furnished,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,25476189
Uttarahalli,Apartment,1345,2,1,3,8,2,Unfurnished,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,12701590
Sahakara Nagar,Villa,710,1,1,14,14,2,Semi-Furnished,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,11881807
Kanakapura Road,Villa,3109,4,3,13,17,2,Fully-Furnished,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,44864596
Nagarbhavi,Villa,1394,2,2,8,17,15,Unfurnished,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,18824095
Yeshwanthpur,Independent House,3732,4,4,3,5,10,Fully-Furnished,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,38239904
Devanahalli,Penthouse,3158,4,5,15,18,10,Semi-Furnished,2,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,33723052
Bellandur,Independent House,516,1,1,15,18,0,Semi-Furnished,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,7945484
Frazer Town,Villa,696,1,1,2,2,15,Semi-Furnished,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,15478162
Malleswaram,Penthouse,721,1,1,1,6,2,Semi-Furnished,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,17137565
Electronic City Phase 2,Penthouse,2692,4,3,3,6,5,Semi-Furnished,2,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,26725204
Yelahanka,Penthouse,1958,3,2,6,19,10,Semi-Furnished,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,26575895
Panathur,Villa,3277,4,5,2,13,5,Fully-Furnished,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,49606391
Sarjapur Road,Villa,1483,3,2,7,14,5,Semi-Furnished,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,23158733
Varthur,Apartment,3740,4,3,14,15,0,Semi-Furnished,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,37947953
Kadugodi,Penthouse,2452,4,4,13,17,10,Semi-Furnished,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,31341688
Begur,Penthouse,3643,4,3,15,19,0,Fully-Furnished,2,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,41792922
Banaswadi,Villa,1473,3,4,15,19,15,Unfurnished,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,19986494
Padmanabhanagar,Independent House,965,2,3,12,13,2,Fully-Furnished,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,10633447
Frazer Town,Apartment,2467,4,5,11,12,0,Semi-Furnished,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,39475995
Kadugodi,Apartment,2079,3,3,4,19,2,Fully-Furnished,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,20757691
Kanakapura Road,Villa,1354,2,1,6,8,0,Semi-Furnished,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,20402470
Koramangala,Independent House,915,2,2,12,17,5,Unfurnished,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,15952295
Koramangala,Villa,1288,2,1,2,19,2,Fully-Furnished,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,33263774
Banaswadi,Independent House,1324,2,2,10,20,5,Unfurnished,2,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,13197433
Nagarbhavi,Penthouse,3298,4,5,2,12,5,Fully-Furnished,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,43028767
Hosur Road,Independent House,1477,3,3,13,17,0,Unfurnished,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,14311171
Electronic City Phase 2,Penthouse,3462,4,4,8,13,15,Unfurnished,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,32680651
Kadugodi,Villa,2843,4,4,8,19,0,Semi-Furnished,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,39790574
Magadi Road,Apartment,4277,4,4,3,7,2,Semi-Furnished,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,33251165
Kanakapura Road,Independent House,1641,3,3,11,20,5,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,17167585
Bellandur,Apartment,2949,4,3,11,16,10,Fully-Furnished,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,39576933
Bommasandra,Independent House,522,1,1,2,5,5,Unfurnished,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3633379
Whitefield,Apartment,1285,2,3,9,13,10,Fully-Furnished,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,15960645
RT Nagar,Villa,1137,2,3,13,17,5,Unfurnished,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,18437254
Banaswadi,Apartment,1792,3,3,12,15,15,Fully-Furnished,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,17741884
Yelahanka,Penthouse,2897,4,5,2,5,15,Unfurnished,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,37873176
Yeshwanthpur,Apartment,1393,2,3,13,20,5,Fully-Furnished,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,16076243
Brookefield,Apartment,1030,2,2,15,20,10,Semi-Furnished,2,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,13909098
Malleswaram,Apartment,1916,3,2,2,18,10,Semi-Furnished,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,32349988
Kanakapura Road,Villa,788,1,1,2,10,2,Unfurnished,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,11770191
Electronic City,Penthouse,541,1,1,1,12,2,Unfurnished,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,6805527
Marathahalli,Villa,1359,2,1,9,9,10,Semi-Furnished,2,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,20159182
Kadugodi,Penthouse,964,2,1,1,10,2,Unfurnished,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,13264701
Hoodi,Villa,669,1,1,13,15,5,Semi-Furnished,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,11478315
Rayan Circle,Penthouse,2590,4,3,13,13,5,Semi-Furnished,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,39616367
Uttarahalli,Villa,797,1,1,13,18,10,Unfurnished,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,10187832
Magadi Road,Apartment,1483,3,2,2,12,5,Fully-Furnished,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,12935746
Electronic City Phase 2,Villa,2003,3,2,14,19,0,Unfurnished,2,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,21356015
Brookefield,Independent House,1091,2,1,15,15,10,Fully-Furnished,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,14873268
Hebbal,Apartment,3167,4,5,6,9,0,Semi-Furnished,2,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,40630248
Vijayanagar,Penthouse,2350,4,4,0,18,5,Semi-Furnished,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,31566462
Basavanagudi,Apartment,1332,2,2,0,18,0,Fully-Furnished,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,21449684
Domlur,Villa,3675,4,3,12,20,2,Unfurnished,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,78474855
Marathahalli,Villa,3015,4,3,14,20,5,Fully-Furnished,2,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,45055084
Magadi Road,Penthouse,1694,3,4,14,16,10,Semi-Furnished,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,18603503
Yelahanka,Villa,2664,4,5,3,7,10,Semi-Furnished,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,37687637
Sarjapur Road,Independent House,2062,3,3,5,18,2,Unfurnished,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,21641864
Rajajinagar,Independent House,671,1,1,14,19,10,Fully-Furnished,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,10534818
Vijayanagar,Villa,1373,2,2,10,13,5,Unfurnished,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,20435534
Hoodi,Penthouse,1108,2,3,8,11,2,Fully-Furnished,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,17781137
Sahakara Nagar,Penthouse,1567,3,4,6,11,5,Fully-Furnished,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,23532592
Yeshwanthpur,Penthouse,527,1,1,6,10,10,Semi-Furnished,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,7736350
Yeshwanthpur,Villa,2316,4,5,5,9,2,Fully-Furnished,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,35231953
Bommasandra,Independent House,700,1,1,1,15,15,Semi-Furnished,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,4310786
JP Nagar,Apartment,1793,3,3,8,18,0,Fully-Furnished,2,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,22138290
Nagarbhavi,Apartment,2170,3,4,15,19,2,Fully-Furnished,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,21797782
Domlur,Independent House,1622,3,4,12,15,15,Unfurnished,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,24333151
JP Nagar,Penthouse,2901,4,4,9,17,0,Fully-Furnished,2,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,45733318
Nagarbhavi,Apartment,570,1,1,3,9,0,Fully-Furnished,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,6933882
CV Raman Nagar,Apartment,981,2,1,0,4,5,Unfurnished,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,10439762
BTM Layout,Penthouse,3031,4,3,2,3,10,Fully-Furnished,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,47064584
Thanisandra,Villa,1894,3,2,13,16,15,Unfurnished,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,28151970
Nagarbhavi,Independent House,1826,3,3,7,8,15,Fully-Furnished,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,18079046
RT Nagar,Villa,812,1,1,9,18,5,Fully-Furnished,2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,14097373
Hoodi,Villa,1000,2,1,11,20,5,Semi-Furnished,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,16449634
Old Airport Road,Independent House,2424,4,3,12,17,15,Unfurnished,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,33879697
Begur,Apartment,1234,2,3,2,16,0,Fully-Furnished,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,12102969
KR Puram,Independent House,1398,2,1,0,17,15,Semi-Furnished,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,12654947
Rajajinagar,Apartment,1129,2,2,2,10,0,Fully-Furnished,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,17131800
Varthur,Independent House,1764,3,4,15,17,2,Fully-Furnished,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,18831678
Basavanagudi,Independent House,1498,3,3,10,17,15,Semi-Furnished,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,22920024
Rayan Circle,Penthouse,1528,3,2,6,14,10,Semi-Furnished,2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,23834887
Rayan Circle,Penthouse,775,1,1,14,20,2,Semi-Furnished,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,12786390
Rajajinagar,Apartment,1637,3,3,9,18,2,Unfurnished,2,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,24671399
Jakkar,Villa,1286,2,1,11,16,5,Fully-Furnished,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,19094243
Vijayanagar,Apartment,1752,3,2,9,16,0,Unfurnished,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,17982351
Sadashivanagar,Penthouse,1188,2,2,9,16,0,Fully-Furnished,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,37244427
Kadugodi,Independent House,837,1,1,14,15,2,Semi-Furnished,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,9061603
Koramangala,Villa,718,1,1,3,9,0,Unfurnished,2,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,19063515
Koramangala,Independent House,1812,3,2,14,16,2,Fully-Furnished,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,32141263
Begur,Apartment,505,1,1,0,20,2,Unfurnished,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,5192876
Outer Ring Road,Villa,961,2,3,8,18,2,Semi-Furnished,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,19691649
Bannerghatta Road,Independent House,1768,3,2,3,11,15,Fully-Furnished,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,17629161
Mahadevapura,Apartment,3361,4,5,2,20,10,Unfurnished,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,39268694
Thanisandra,Villa,772,1,1,1,14,0,Semi-Furnished,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,13543440
Old Airport Road,Independent House,684,1,1,0,8,0,Semi-Furnished,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,10445542
Hebbal,Apartment,2839,4,4,6,7,10,Unfurnished,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,35071796
Hennur Road,Villa,1969,3,3,11,20,5,Semi-Furnished,2,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,31364843
Padmanabhanagar,Independent House,3973,4,5,4,19,10,Unfurnished,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,36930613
Indiranagar,Independent House,1247,2,3,5,6,10,Fully-Furnished,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,23487389
Jakkar,Independent House,1294,2,3,14,18,2,Fully-Furnished,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,14093980
Bannerghatta Road,Penthouse,3760,4,4,6,19,10,Unfurnished,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,48461527
Jakkar,Penthouse,1279,2,1,4,19,2,Semi-Furnished,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,17139517
Nagarbhavi,Penthouse,677,1,1,5,8,15,Fully-Furnished,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,9293951
Koramangala,Independent House,1306,2,1,0,17,15,Fully-Furnished,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,22802591
Hoodi,Penthouse,1549,3,3,10,10,15,Semi-Furnished,2,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,23834147
BTM Layout,Apartment,2016,3,4,4,5,5,Unfurnished,2,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,24678993
Electronic City Phase 1,Penthouse,4018,4,4,1,15,15,Fully-Furnished,2,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,40972382
Uttarahalli,Penthouse,1735,3,2,14,17,0,Unfurnished,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,21243517
Uttarahalli,Independent House,3030,4,4,2,18,10,Semi-Furnished,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,26850897
Outer Ring Road,Apartment,800,1,1,10,17,15,Fully-Furnished,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,11142550
Padmanabhanagar,Apartment,1320,2,1,6,20,5,Unfurnished,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,12622792
Yelahanka,Apartment,1734,3,2,7,20,10,Unfurnished,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,17294129
Sahakara Nagar,Villa,719,1,1,10,14,5,Fully-Furnished,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,12376066
Marathahalli,Villa,1195,2,1,5,9,2,Fully-Furnished,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,18339169
Frazer Town,Villa,1753,3,2,14,19,10,Semi-Furnished,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,39264531
Devanahalli,Villa,4348,4,4,1,18,5,Unfurnished,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,48654877
Hebbal,Villa,2166,3,2,5,5,10,Unfurnished,2,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,38844394
Uttarahalli,Apartment,945,2,1,2,10,2,Unfurnished,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,8832289
Rajajinagar,Villa,1647,3,2,12,13,5,Unfurnished,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,34826510
Anjanapura,Penthouse,1081,2,3,6,18,15,Fully-Furnished,2,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,11836125
Yeshwanthpur,Independent House,1328,2,2,9,11,10,Fully-Furnished,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,13982899
BTM Layout,Penthouse,1192,2,1,4,7,5,Fully-Furnished,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,19236845
Begur,Independent House,996,2,3,11,11,15,Unfurnished,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,8461689
Jayanagar,Independent House,1736,3,4,9,12,5,Unfurnished,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,28182919
Indiranagar,Penthouse,3289,4,3,5,12,5,Fully-Furnished,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,80192089
Sarjapur Road,Villa,1848,3,3,3,12,10,Unfurnished,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,27149891
Panathur,Independent House,1337,2,3,1,14,2,Semi-Furnished,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,14983037
Padmanabhanagar,Independent House,1536,3,3,14,19,0,Semi-Furnished,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,15219676
Varthur,Villa,1600,3,2,5,18,15,Unfurnished,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,23026796
Jayanagar,Independent House,1201,2,3,11,14,0,Unfurnished,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,20072373
Kanakapura Road,Villa,3187,4,5,0,7,5,Semi-Furnished,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,46517604
Marathahalli,Villa,845,1,1,11,12,10,Semi-Furnished,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,13352897
Panathur,Independent House,666,1,1,0,18,2,Unfurnished,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,7537685
Sadashivanagar,Penthouse,2008,3,2,1,6,15,Semi-Furnished,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,59409868
Domlur,Villa,3645,4,3,8,8,10,Semi-Furnished,2,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,78266715
Yelahanka,Villa,1109,2,2,0,18,5,Unfurnished,2,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,16633123
Banaswadi,Independent House,2978,4,3,9,20,10,Fully-Furnished,2,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,28588375
Padmanabhanagar,Penthouse,757,1,1,1,13,15,Semi-Furnished,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,9490718
Jayanagar,Independent House,1196,2,1,7,15,0,Unfurnished,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,19490142
Marathahalli,Apartment,1551,3,2,0,0,2,Unfurnished,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,16296054
Outer Ring Road,Apartment,3724,4,4,5,6,0,Unfurnished,2,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,49829484
HSR Layout,Villa,1566,3,4,7,11,2,Fully-Furnished,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,32958915
HSR Layout,Apartment,2186,3,2,1,20,2,Fully-Furnished,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,31297462
Sarjapur Road,Independent House,2121,3,2,14,17,2,Semi-Furnished,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,22053222
Rayan Circle,Apartment,4499,4,4,3,6,10,Semi-Furnished,2,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,50893714
Malleswaram,Villa,511,1,1,15,20,5,Unfurnished,2,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,13416562
Kanakapura Road,Villa,3326,4,4,14,14,2,Semi-Furnished,2,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,48794299
Indiranagar,Apartment,4113,4,3,14,15,10,Fully-Furnished,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,73166464
